party,content,target,stance
nld: Christian Union,"Op eigen initiatief, zonder wettelijke dwang.",Integration,FAVOR
nor: Progress Party,. i dag opplever mange kommuner at integreringstilskuddet ikke dekker de faktiske kostnadene ved mottak og integrering av flyktninger,Immigration,AGAINST
nor: Liberal Party,Samtidig vet vi at Norge ikke vil kunne opprettholde dagens vekst og verdiskaping innen kort tid med dagens fødselsrater.,Immigration,AGAINST
dnk: Liberals,"Der skal være frihed til forskellighed,",Integration,FAVOR
can: Liberal Party of Canada,Seulement environ 25 pour cent des gens qui arrivent au pays reçoivent une formation linguistique financée par le gouvernement fédéral.,Integration,FAVOR
aut: Austrian Freedom Party,Im Jahr 2007 waren in Österreich rund 820.000 Fremde legal aufhältig.,Integration,NONE
esp: Canarian Coalition,"Establecimiento de la obligación de que los centros de internamiento cuenten con unas condiciones higiénico-sanitarias adecuadas, según informe previo de las autoridades competentes en materia de salud pública (Comunidades Autónomas).",Integration,FAVOR
esp: United Left,"Sin embargo, desde que comenzamos a ser un país receptor de inmigración, se han ido adoptando patrones legislativos muy duros para impedir la entrada clandestina (no controlada) de trabajadores extranjeros no comunitarios y para dificultar al máximo su estabilidad de residencia, en un ejercicio claro de lo que llamamos “racismo y xenofobia institucionales”.",Immigration,AGAINST
nor: Norwegian Labour Party,". I tillegg bidrar kultursatsing til større forståelse mellom mennesker, inkludering og integrering",Integration,FAVOR
deu: Alliance‘90/Greens,und ein Recht auf Rückkehr nach Deutschland verschaffen.,Immigration,FAVOR
dnk: Christian People’s Party,"Men vi må også forholde os til, at verden er blevet mindre.",Immigration,AGAINST
nld: Labour Party,Nederlands-Marokkaanse jongeren kunnen geen stageplaats krijgen.,Integration,AGAINST
can: Conservative Party of Canada,"• créé le Musée canadien de l'immigration au Quai 21, à Halifax;",Immigration,FAVOR
aut: Austrian People’s Party,"Wer die Armut bekämpft, dient dem Frieden.",Immigration,AGAINST
nor: Centre Party,For å skape en rikere hverdag for alle trenger vi gode nærmiljø der ulike grupper med forskjellige verdier og erfaringer yter i fellesskap.,Integration,FAVOR
nld: Christian Union,"Er wordt naar gestreefd niet alleen de eerste opvang, maar ook de beoordeling van het vluchtverhaal (de asieltoets) plaats te laten vinden in de eigen regio, bij voorkeur in opvangcentra onder beheer van de Verenigde Naties.",Immigration,NONE
dnk: Social Democratic Party,■ Gennemføre pasningsgaranti fra seks måneder ,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,Garantizar que la entrada de trabajadores extranjeros no suponga una merma de las condiciones de trabajo de los españoles y extranjeros residentes.,Immigration,AGAINST
che: Swiss People’s Party,"Gleichzeitig beantragte er die Benzinpreise um 30 Rappen zu erhöhen, die Armee zur Piratenbekämpfung ans Horn von Afrika zu schicken und illegal Anwesende mehr und mehr zu legalisieren.",Immigration,AGAINST
aut: The Greens,"Menschen aus vielen Staaten wiederum brauchen die Möglichkeit, legal zu Erwerbszwecken einwandern zu können.",Immigration,FAVOR
nld: Christian Democratic Appeal,Ook voor vluchtelingen moet de toegang tot een uitkering daarom afhankelijk worden van medewerking aan een inburgeringtraject en de vervulling van de wettelijke arbeids- en re-integratieplicht.,Integration,AGAINST
irl: Labour Party,We will also introduce more relevant and meaningful citizenship ceremonies when people are awarded citizenship of Ireland.,Integration,FAVOR
aut: Austrian Social Democratic Party,"Eine solidarische Gesundheitspolitik muss jeder Person, unabhängig von Alter, Einkommen, Familienstand, Herkunft oder Geschlecht, den Zugang zu allen medizinisch sinnvollen und notwendigen Leistungen ermöglichen.",Integration,FAVOR
nld: Christian Democratic Appeal,"Als terugkeer niet mogelijk is, omdat er geen ouders of familieleden (te traceren) zijn, moeten in de landen van herkomst opvangvoorzieningen worden opgezet waarnaar deze minderjarigen kunnen terugkeren.",Immigration,AGAINST
dnk: Christian People’s Party,Kristendemokraterne vil give  asylansøgere en anstændig  behandling.,Immigration,FAVOR
deu: Social Democratic Party of Germany,Zudem wollen wir die interkulturelle Kompetenz der Beschäftigten stärken.,Integration,FAVOR
can: Quebec Bloc,"Entre 2005 à 2009, l'arriéré des demandes en instance à la Commission de l'immigration et du statut de réfugié (CISR) est passé de 20 000 à plus de 60 000, un chiffre jamais atteint depuis la création de cet organisme il y a 20 ans.",Immigration,NONE
esp: United Left,"IZQUIERDA UNIDA viene recogiendo, a lo largo de su historia, las aspiraciones y reivindicaciones del Movimiento Asociativo y otros colectivos propios de la emigración, así como de sus órganos de representación, para promover un cambio de orientación de la política actual, basado en la participación y en el desarrollo de los principios constitucionales que les conciernen.",Immigration,NONE
aus: Katter's Australian Party,Commit to increase and enhance its fleet of patrol boats (to be made in Australia).,Immigration,AGAINST
esp: Popular Party,"Queremos que los inmigrantes se integren plenamente en nuestra sociedad, respetando sus tradiciones y su cultura.",Integration,FAVOR
deu: The Left,aktives und passives Wahlrecht gewähren;,Integration,FAVOR
swe: Liberal People’s Party,"En halv miljon människor bor i dessa utanförskapsområden,",Integration,NONE
nor: Centre Party,. Informasjon til foreldrene er svært viktig for at barna skal få lov og mulighet til å delta,Integration,FAVOR
nld: Socialist Party,"Verplichte taaltrajecten voor uitkeringsgerechtigden horen flexibel te zijn, zodat mensen die werk vinden, door kunnen gaan met Nederlands leren.",Integration,FAVOR
deu: Free Democratic Party,"Die Universalität der Menschenrechte bleibt Garant für gesellschaftlichen Frieden, persönliche Freiheit, Sicherheit und wirtschaftlichen Erfolg.",Integration,FAVOR
esp: Convergence and Union,Promoveremos la participación de la Generalitat en la formulación y definición del futuro modelo turÍstico del Estado y en las correspondientes campañas de promoción en el exterior.,Immigration,FAVOR
che: Green Liberal Party,"Die Schweiz hat eine humanitäre Tradition: menschlich, vernünftig, ausgewogen und solidarisch.",Immigration,FAVOR
deu: Alliance‘90/Greens,Illegalisierten Menschen dürfen elementare Rechte wie z. B. die medizinische Versorgung und der Schulbesuch der Kinder nicht länger vorenthalten werden.,Integration,FAVOR
dnk: Red-Green Unity List,De fysiske forhold på asylcentrene skal forbedres.,Integration,FAVOR
swe: Liberal People’s Party,Sverige är ett mångkulturellt samhälle,Integration,FAVOR
nld: Christian Union,"Er zijn sociale, culturele, religieuze, economische en politieke tegenstellingen langs etnische en culturele scheidslijnen die op dit moment de hele samenleving onder druk zetten.",Integration,AGAINST
deu: Free Democratic Party,"Gerade nach dem 11./ September 2001 ist die Bewältigung globaler Herausforderungen wie Terrorismus, Abrüstung, Entwicklung, Umweltschutz, internationale Kriminalität, Migration und Flüchtlingselend zentrale Aufgabe der Außenpolitik.",Immigration,NONE
usa: Democratic Party,"We must end health care disparities among minorities, American Indians, women, and low-income people through better research and better funded community-based health centers.",Integration,FAVOR
nld: Christian Union,"Over het buitenlands-, veiligheids- en defensiebeleid wordt op Europees niveau besloten, maar uitsluitend met unanimiteit van de lidstaten en bovendien in nauwe samenwerking – en niet concurrerend - met de NAVO.",Immigration,NONE
irl: Green Party,fund national awareness campaigns about the role of immigration in Irish society,Immigration,FAVOR
esp: United Left,"Se deben contemplar las posibilidades para que las organizaciones sociales estén legitimadas e intervengan en los procedimientos administrativos y contencioso-administrativos en materia de extranjería, utilizando el concepto de interés legítimo; de esta forma se ayudaría superar el miedo a denunciar y la impunidad generalizada ante este tipo de hechos.",Integration,FAVOR
nld: Democrats‘66,Diversiteit in de samenstelling van de bevolking geeft onze steden levendigheid en variatie.,Integration,FAVOR
nld: Christian Democratic Appeal,Dat levert ook veel op.,Integration,FAVOR
nld: Christian Union,"Een samenleving waarin de integratie in harmonie verloopt en waarin diversiteit kan worden gewaardeerd, is slechts mogelijk bij beheersing en regulering van immigratiestromen.",Integration,FAVOR
deu: Alliance‘90/Greens,Dieses Gesetz versperrt Flüchtlingen auch den Weg zum Gesundheitssystem.,Immigration,FAVOR
dnk: Christian People’s Party,Det skal gøres mere attraktivt  – for indvandrere såvel  som danskere – at flytte til  ghettokvarterer.,Integration,FAVOR
dnk: Liberals,"Vi vil fortsætte en fast og fair udlændingepolitik og en integrationspolitik, hvor danskere med indvandrerbaggrund kommer i job og uddannelse i samme omfang som øvrige danskere.",Integration,FAVOR
aut: Austrian Freedom Party,Anerkennung einer deutschsprachigen Minderheit in Slowenien,Integration,FAVOR
nor: Liberal Party,"og ser på dette som en ressurs for videre sam-funnsutvikling, både kulturelt, sosialt og økonomisk.",Integration,FAVOR
deu: The Left,und gleiche Chancen wie Deutsche haben.,Integration,FAVOR
aut: Austrian People’s Party,Wir wollen zur Vermeidung von Verzögerungen bei der Bearbeitung der Asylanträge eine Mitwirkungspflicht für Asylwerber.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Denjenigen, die dies wünschen, muss also die Möglichkeit einer Aufnahme in Deutschland gewährt werden.",Immigration,FAVOR
aut: The Greens,"Darüber hinaus müssen all jene, die in Österreich niedergelassen sind, auch hier arbeiten dürfen.",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,"Ello va a ser particularmente relevante, por su novedad, en España.",Immigration,NONE
nor: Conservative Party,"Høyre mener at Norge gjennom bistand og internasjonalt samarbeid skal bidra til å redusere antallet flyktninger, bidra til at flere kan få hjelp i sine nærområder, og bidra til tilbakeføring til hjemlandene så snart det er mulig.",Immigration,AGAINST
fin: Finnish Social Democrats,"Työpaikka antaa ihmiselle identiteetin ja tunteen, että on mukana yhteisössä.",Integration,FAVOR
aut: Austrian Freedom Party,Ausgenommen davon sind die Schweiz,Immigration,NONE
aut: Austrian Freedom Party,und dass insbesondere Maßnahmen gegen die illegale Einwanderung gesetzt werden.,Immigration,AGAINST
nld: Christian Democratic Appeal,Er komt daarom voor gemeenten één fonds voor reïntegratie en integratie.,Integration,FAVOR
aut: Austrian Social Democratic Party,"Neue Modelle in der Erwachsenenbildung sollen den Erwerb von Sprachkompetenzen,",Integration,FAVOR
nld: Christian Union,"Lessen Nederlandse taal en cultuur worden gecombineerd met een vakopleiding, vrijwilligerswerk of een betaalde baan.",Integration,AGAINST
nld: Socialist Party,Naast economische integratie wordt her en der ook een verdergaande politieke integratie bepleit.,Integration,FAVOR
nor: Christian People’s Party,"styrke asylbarnas stilling ved at barnevernet har omsorgen for også de enslige mindreårige flyktningene over 15 år,",Integration,FAVOR
dnk: Red-Green Unity List,"Det burde være en selvfølgelighed, men det er det ikke længere.",Immigration,NONE
nld: Labour Party,Als Nederlanders horen ze er volledig bij.,Integration,FAVOR
nor: Conservative Party,"kultur og språk er grunnlaget for identitet og tilhørighet, men også viktig for å forstå andres kultur og religion",Integration,FAVOR
aut: Austrian People’s Party,In Österreich lebende Ausländer ohne Beschäftigungsbewilligung sind überdurchschnittlich von Armut betroffen.,Integration,NONE
irl: Progressive Democrats,This means that asylum seekers must apply for asylum in the first safe country they arrive in (rather than use such countries as a transit point from which to travel to Ireland).,Immigration,NONE
nor: Socialist Left Party,"SV vil skape møteplasser mellom majoritets– og minoritetskulturer, og øke støtten til aktører på det flerkulturelle feltet.",Integration,FAVOR
dnk: Red-Green Unity List,Danmark har i VKO-flertallets regeringsperiode udviklet sig til et af Europas mest lukkede lande.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Zugleich trägt er dazu bei, für die Erfordernisse der globalisierten Welt besser aufgestellt zu sein.",Integration,FAVOR
swe: Moderate Coalition Party,Alliansen vill se över möjligheterna att sänka kostnaderna för dem som vill skicka hem pengar till sina familjer i ursprungslandet.,Integration,FAVOR
nld: Democrats‘66,"Onder hen zijn naar verhouding veel jongeren, mensen met een lage opleiding, vaak ook immigranten.",Integration,NONE
nor: Socialist Left Party,SV vil innføre gratis kjernetid på alle alderstrinn i barnehagen i områder der konsentrasjonen av språklige minoriteter er høy.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Zuwanderung kann kein Ausweg aus den demografischen Veränderungen in Deutschland sein.,Immigration,AGAINST
esp: Basque Nationalist Party,"Colaboración entre Comunidades Autónomas con un acervo cultural o lingüístico común (Navarra-País Vasco o Cataluña, Valencia y Baleares).",Integration,FAVOR
swe: Christian Democratic Community Party ,"Alla som blir myndiga och som beviljas svenskt medborgarskap ska få en medborgarbok, som beskriver våra rättigheter, skyldigheter och vårt ansvar.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Verblijfsvergunningen worden geweigerd tijdens of na voorafgaand illegaal verblijf in Nederland.,Integration,AGAINST
